,prod,rouge_1,rouge_2,rouge_l
0,B00006L9LC,0.0491803273749836,0.0154168041507236,0.0491803273749836
1,B0009RF9DW,0.0361247943907614,0.0119562451063479,0.0361247943907614
2,B000FI4S1E,0.0393281438097797,0.0127064801611507,0.0393281438097797
3,B000URXP6E,0.0233050845154275,0.0065715882986127,0.0233050845154275
4,B0012Y0ZG2,0.0228252597287018,0.0066418702844926,0.0228252597287018
5,B001OHV1H4,0.0441451548245587,0.0147739800077065,0.0441451548245587
6,B00W259T7G,0.0440053879845364,0.0156985869685958,0.0440053879845364
7,B00005ML71,0.0614096295513051,0.0242301865103936,0.0614096295513051
8,B000068NTU,0.0792792785179125,0.0338494775140775,0.0792792785179125
9,B000068NW9,0.0812260528605745,0.0326116008553576,0.0812260528605745
10,B000068NW8,0.0471344398182855,0.0170268498607069,0.0471344398182855
11,B000068O35,0.0798403185764001,0.033980582159029,0.0798403185764001
12,B000068O4F,0.0660896925159383,0.0256702792563038,0.0660896925159383
13,B0002CZVK0,0.0580010351695911,0.0236562878163308,0.0580010351695911
14,B0002CZW0Y,0.0429414917658882,0.0158484063752994,0.0429414917658882
15,B0002CZSJO,0.0329218103757896,0.0092414994720922,0.0329218103757896
16,B0002CZW3G,0.0282958196567363,0.0081564709949364,0.0282958196567363
17,B0002D07A8,0.0591397843596893,0.0208526411100848,0.0591397843596893
18,B0002CZVWI,0.0329218103757896,0.0092414994720922,0.0329218103757896
19,B0002D0CH6,0.0550964181969962,0.0212247736243818,0.0550964181969962
20,B0002D0CNA,0.0971258662711513,0.037455830014349,0.0971258662711513
21,B0002D0CKI,0.0473829196370982,0.0155589377656783,0.0473829196370982
22,B0002D0CEO,0.0313666912448875,0.0082698993538683,0.0313666912448875
23,B0002D0E9M,0.0396959455568653,0.011169363914512,0.0396959455568653
24,B0002D0CQC,0.072572037721104,0.026037428537416,0.072572037721104
25,B0002D017M,0.0468583594997964,0.0183241074688234,0.0468583594997964
26,B0002D0COE,0.0443801249881403,0.0174659560110505,0.0443801249881403
27,B0002DUPZU,0.0473988434678806,0.0197798094701405,0.0473988434678806
28,B0002DUS8E,0.041361481714715,0.0171685154109225,0.041361481714715
29,B0002DV6TO,0.0430561413945608,0.0137105819305344,0.0430561413945608
30,B0002E1J3Q,0.034267912435778,0.0116643264830472,0.034267912435778
31,B0002E1NNC,0.0137139210884862,0.0030637853740569,0.0137139210884862
32,B0002DVBJY,0.063469674984881,0.0251046022577677,0.063469674984881
33,B0002E1NWI,0.0137139210884862,0.0030637853740569,0.0137139210884862
34,B0002E1G5C,0.022645145524125,0.0058299931738786,0.022645145524125
